id,BOS201808170
info,visteam,TBA
info,hometeam,BOS
info,date,2018/08/17
info,starttime,7:20PM
start,smitm007,"""Mallex Smith""",0,1,9
start,duffm002,"""Matt Duffy""",0,2,5
start,phamt001,"""Tommy Pham""",0,3,7
start,cronc002,"""C.J. Cron""",0,4,3
start,wendj002,"""Joey Wendle""",0,5,4
start,gomec002,"""Carlos Gomez""",0,6,10
start,kierk001,"""Kevin Kiermaier""",0,7,8
start,adamw002,"""Willy Adames""",0,8,6
start,perem005,"""Michael Perez""",0,9,2
start,stanr002,"""Ryne Stanek""",0,0,1
start,bettm001,"""Mookie Betts""",1,1,9
start,benia002,"""Andrew Benintendi""",1,2,7
start,morem001,"""Mitch Moreland""",1,3,3
start,martj006,"""J.D. Martinez""",1,4,10
start,bogax001,"""Xander Bogaerts""",1,5,6
start,kinsi001,"""Ian Kinsler""",1,6,4
start,nunee002,"""Eduardo Nunez""",1,7,5
start,swihb001,"""Blake Swihart""",1,8,2
start,bradj001,"""Jackie Bradley""",1,9,8
start,johnb004,"""Brian Johnson""",1,0,1
sub,chiry001,"""Yonny Chirinos""",0,0,1
sub,hembh001,"""Heath Hembree""",1,0,1
sub,bauej001,"""Jake Bauers""",0,6,11
play,7,0,kierk001,00,,NP
sub,brasr001,"""Ryan Brasier""",1,0,1
play,7,0,kierk001,01,.FX,S7/G
play,7,0,adamw002,32,F1BFB>FB>S,K+CS2(24)/DP
play,7,0,perem005,22,CFBBS,K
sub,barnm001,"""Matt Barnes""",1,0,1
sub,castd002,"""Diego Castillo""",0,0,1
sub,thort001,"""Tyler Thornburg""",1,0,1
