id,CHA201809220
info,visteam,CHN
info,hometeam,CHA
info,date,2018/09/22
info,starttime,6:10PM
start,murpd006,"""Daniel Murphy""",0,1,4
start,zobrb001,"""Ben Zobrist""",0,2,9
start,baezj001,"""Javier Baez""",0,3,6
start,rizza001,"""Anthony Rizzo""",0,4,3
start,bryak001,"""Kris Bryant""",0,5,7
start,heywj001,"""Jason Heyward""",0,6,8
start,contw001,"""Willson Contreras""",0,7,2
start,schwk001,"""Kyle Schwarber""",0,8,10
start,boted002,"""David Bote""",0,9,5
start,lestj001,"""Jon Lester""",0,0,1
start,andet001,"""Tim Anderson""",1,1,6
start,sancc001,"""Yolmer Sanchez""",1,2,5
start,garca003,"""Avisail Garcia""",1,3,9
start,davim005,"""Matt Davidson""",1,4,3
start,castw002,"""Welington Castillo""",1,5,10
start,smitk002,"""Kevan Smith""",1,6,2
start,moncy001,"""Yoan Moncada""",1,7,4
start,lamar001,"""Ryan LaMarre""",1,8,7
start,engea001,"""Adam Engel""",1,9,8
start,gioll001,"""Lucas Giolito""",1,0,1
play,6,1,smitk002,00,,NP
sub,edwac001,"""Carl Edwards""",0,0,1
play,6,1,smitk002,02,.CFX,63/G
play,6,1,moncy001,31,BFBBB,W
play,6,1,lamar001,00,,NP
sub,palkd001,"""Daniel Palka""",1,8,11
play,6,1,palkd001,32,.SSFBBB>S,K+SB2
play,6,1,engea001,12,C*BSFS,K
sub,palkd001,"""Daniel Palka""",1,8,7
sub,frarc001,"""Caleb Frare""",1,0,1
sub,almoa002,"""Albert Almora""",0,1,8
sub,zobrb001,"""Ben Zobrist""",0,2,7
sub,bryak001,"""Kris Bryant""",0,5,5
sub,heywj001,"""Jason Heyward""",0,6,9
sub,boted002,"""David Bote""",0,9,4
sub,chavj001,"""Jesse Chavez""",0,0,1
sub,hamii001,"""Ian Hamilton""",1,0,1
sub,wilsj004,"""Justin Wilson""",0,0,1
sub,scahr001,"""Rob Scahill""",1,0,1
sub,goret001,"""Terrance Gore""",0,8,12
sub,gomej002,"""Jeanmar Gomez""",1,0,1
sub,rondj002,"""Jose Rondon""",1,1,6
sub,cishs001,"""Steve Cishek""",0,0,1
sub,garcl004,"""Leury Garcia""",1,9,11
