id,LAN201809180
info,visteam,COL
info,hometeam,LAN
info,date,2018/09/18
info,starttime,7:10PM
start,blacc001,"""Charlie Blackmon""",0,1,8
start,lemad001,"""DJ LeMahieu""",0,2,4
start,arenn001,"""Nolan Arenado""",0,3,5
start,hollm001,"""Matt Holliday""",0,4,7
start,desmi001,"""Ian Desmond""",0,5,3
start,parrg001,"""Gerardo Parra""",0,6,9
start,iannc001,"""Chris Iannetta""",0,7,2
start,hampg001,"""Garrett Hampson""",0,8,6
start,freek001,"""Kyle Freeland""",0,9,1
start,taylc001,"""Chris Taylor""",1,1,7
start,turnj001,"""Justin Turner""",1,2,5
start,machm001,"""Manny Machado""",1,3,6
start,freed001,"""David Freese""",1,4,3
start,kempm001,"""Matt Kemp""",1,5,9
start,dozib001,"""Brian Dozier""",1,6,4
start,herne001,"""Enrique Hernandez""",1,7,8
start,barna001,"""Austin Barnes""",1,8,2
start,kersc001,"""Clayton Kershaw""",1,9,1
play,3,0,iannc001,11,SBX,6/L
play,3,0,hampg001,32,CBSBFBB,W
play,3,0,freek001,12,L1MBS,K
play,3,0,blacc001,22,BBSC>B,SB2
play,3,0,blacc001,32,BBSC>B.FB,W
play,3,0,lemad001,10,BX,E5/G.2-H(NR)(UR);1-3(E7);B-2
play,3,0,arenn001,12,CBFX,53/G
play,4,0,hollm001,22,BBFFX,43/G+
play,4,0,desmi001,01,CX,S7/G
play,4,0,parrg001,01,F>C,SB2
play,4,0,parrg001,12,F>C.2FBX,43/G.2-3
play,4,0,iannc001,32,BBBCSB,W
play,4,0,hampg001,22,CBFBFX,54(1)/FO/G
play,6,0,hollm001,11,FBX,4/L+
play,6,0,desmi001,31,CBBBB,W
play,6,0,parrg001,00,X,6/P
play,6,0,iannc001,00,1,POCS2(134)
play,7,1,barna001,21,BBFX,E5/TH/G
play,7,1,kersc001,00,,NP
sub,muncm001,"""Max Muncy""",1,9,11
play,7,1,muncm001,02,.SCFS,K
play,7,1,taylc001,11,BF1X,3/P
play,7,1,turnj001,00,,NP
sub,obers001,"""Scott Oberg""",0,9,1
play,7,1,turnj001,00,,NP
sub,locat001,"""Tim Locastro""",1,8,12
play,7,1,turnj001,01,..1C*B,SB2
play,7,1,turnj001,11,..1C*B.X,63/G
sub,grany001,"""Yasmani Grandal""",1,8,2
sub,muncm001,"""Max Muncy""",1,9,3
sub,maedk001,"""Kenta Maeda""",1,4,1
sub,cuevn001,"""Noel Cuevas""",0,4,9
sub,parrg001,"""Gerardo Parra""",0,6,7
sub,pedej001,"""Joc Pederson""",1,4,11
play,9,0,parrg001,00,,NP
sub,taylc001,"""Chris Taylor""",1,1,8
play,9,0,parrg001,00,,NP
sub,pedej001,"""Joc Pederson""",1,4,7
play,9,0,parrg001,00,,NP
sub,herne001,"""Enrique Hernandez""",1,7,9
play,9,0,parrg001,00,,NP
sub,jansk001,"""Kenley Jansen""",1,5,1
play,9,0,parrg001,21,....SBBX,S7/L
play,9,0,iannc001,12,LL11B>B,SB2
play,9,0,iannc001,22,LL11B>B.FS,K
play,9,0,hampg001,00,,NP
sub,dahld001,"""David Dahl""",0,8,11
play,9,0,dahld001,01,.TX,4/P
play,9,0,obers001,00,,NP
sub,mcmar001,"""Ryan McMahon""",0,9,11
play,9,0,mcmar001,10,.BX,3/G
sub,dahld001,"""David Dahl""",0,8,9
sub,valap001,"""Pat Valaika""",0,9,6
sub,ottaa001,"""Adam Ottavino""",0,4,1
sub,bellc002,"""Cody Bellinger""",1,6,11
sub,utlec001,"""Chase Utley""",1,7,11
sub,taylc001,"""Chris Taylor""",1,1,4
sub,verda001,"""Alex Verdugo""",1,5,9
sub,bellc002,"""Cody Bellinger""",1,6,8
sub,alexs001,"""Scott Alexander""",1,7,1
sub,flord002,"""Dylan Floro""",1,7,1
