id,ARI201806140
info,visteam,NYN
info,hometeam,ARI
info,date,2018/06/14
info,starttime,6:40PM
start,confm001,"""Michael Conforto""",0,1,8
start,frazt001,"""Todd Frazier""",0,2,5
start,nimmb001,"""Brandon Nimmo""",0,3,9
start,cabra002,"""Asdrubal Cabrera""",0,4,4
start,bautj002,"""Jose Bautista""",0,5,7
start,smitd008,"""Dominic Smith""",0,6,3
start,mesod001,"""Devin Mesoraco""",0,7,2
start,rosaa003,"""Amed Rosario""",0,8,6
start,vargj001,"""Jason Vargas""",0,9,1
start,jay-j001,"""Jon Jay""",1,1,9
start,ahmen001,"""Nick Ahmed""",1,2,6
start,goldp001,"""Paul Goldschmidt""",1,3,3
start,murpj001,"""John Ryan Murphy""",1,4,2
start,perad001,"""David Peralta""",1,5,7
start,martk001,"""Ketel Marte""",1,6,4
start,lambj001,"""Jake Lamb""",1,7,5
start,owinc001,"""Chris Owings""",1,8,8
start,kochm001,"""Matt Koch""",1,9,1
play,1,1,jay-j001,12,CBCC,K
play,1,1,ahmen001,32,BBCCBB,W
play,1,1,goldp001,12,BCC1S,K
play,1,1,murpj001,00,1,POCS2(136)
sub,roblh001,"""Hansel Robles""",0,9,1
sub,hiray001,"""Yoshihisa Hirano""",1,9,1
sub,descd001,"""Daniel Descalso""",1,9,11
sub,blevj001,"""Jerry Blevins""",0,9,1
sub,sewap001,"""Paul Sewald""",0,9,1
sub,brada001,"""Archie Bradley""",1,9,1
sub,guill001,"""Luis Guillorme""",0,9,11
sub,rhamj001,"""Jacob Rhame""",0,9,1
sub,boxbb001,"""Brad Boxberger""",1,9,1
