id,DET201809220
info,visteam,KCA
info,hometeam,DET
info,date,2018/09/22
info,starttime,6:10PM
start,merrw001,"""Whit Merrifield""",0,1,4
start,mondr003,"""Adalberto Mondesi""",0,2,6
start,gorda001,"""Alex Gordon""",0,3,7
start,peres002,"""Salvador Perez""",0,4,10
start,ohear001,"""Ryan O'Hearn""",0,5,3
start,dozih001,"""Hunter Dozier""",0,6,5
start,goodb001,"""Brian Goodwin""",0,7,8
start,philb002,"""Brett Phillips""",0,8,9
start,vilom001,"""Meibrys Viloria""",0,9,2
start,junij001,"""Jake Junis""",0,0,1
start,candj002,"""Jeimer Candelario""",1,1,5
start,stewc002,"""Christin Stewart""",1,2,7
start,castn001,"""Nick Castellanos""",1,3,10
start,martv001,"""Victor Martinez""",1,4,3
start,goodn002,"""Niko Goodrum""",1,5,4
start,mahtm001,"""Mikie Mahtook""",1,6,9
start,mccaj001,"""James McCann""",1,7,2
start,jonej006,"""JaCoby Jones""",1,8,8
start,kozmp001,"""Pete Kozma""",1,9,6
start,zimmj003,"""Jordan Zimmermann""",1,0,1
sub,rodrr009,"""Ronny Rodriguez""",1,4,12
sub,rodrr009,"""Ronny Rodriguez""",1,4,4
sub,goodn002,"""Niko Goodrum""",1,5,3
play,3,0,philb002,12,BCFX,S9/G
play,3,0,vilom001,22,B1C1TBX,46(1)3/GDP
play,3,0,merrw001,32,CFFBBFBB,W
play,3,0,mondr003,00,111,POCS2(136)
sub,newbj001,"""Jake Newberry""",0,0,1
sub,jimej003,"""Joe Jimenez""",1,0,1
sub,hammj002,"""Jason Hammel""",0,0,1
sub,grees005,"""Shane Greene""",1,0,1
