id,BOS201808220
info,visteam,CLE
info,hometeam,BOS
info,date,2018/08/22
info,starttime,7:10PM
start,lindf001,"""Francisco Lindor""",0,1,6
start,branm003,"""Michael Brantley""",0,2,7
start,ramij003,"""Jose Ramirez""",0,3,5
start,encae001,"""Edwin Encarnacion""",0,4,3
start,diazy001,"""Yandy Diaz""",0,5,10
start,guyeb001,"""Brandon Guyer""",0,6,9
start,gomey001,"""Yan Gomes""",0,7,2
start,alleg002,"""Greg Allen""",0,8,8
start,gonze004,"""Erik Gonzalez""",0,9,4
start,carrc003,"""Carlos Carrasco""",0,0,1
start,bettm001,"""Mookie Betts""",1,1,9
start,benia002,"""Andrew Benintendi""",1,2,7
start,morem001,"""Mitch Moreland""",1,3,3
start,martj006,"""J.D. Martinez""",1,4,10
start,bogax001,"""Xander Bogaerts""",1,5,6
start,kinsi001,"""Ian Kinsler""",1,6,4
start,holtb002,"""Brock Holt""",1,7,5
start,swihb001,"""Blake Swihart""",1,8,2
start,bradj001,"""Jackie Bradley""",1,9,8
start,johnb004,"""Brian Johnson""",1,0,1
play,2,1,kinsi001,01,CX,S7/L
play,2,1,holtb002,12,BF11C>S,K+CS2(26)/DP
play,2,1,swihb001,32,CFBBBS,K
sub,pereo002,"""Oliver Perez""",0,0,1
sub,ramin001,"""Neil Ramirez""",0,0,1
sub,hembh001,"""Heath Hembree""",1,0,1
sub,workb001,"""Brandon Workman""",1,0,1
sub,oterd001,"""Dan Otero""",0,0,1
sub,barnm001,"""Matt Barnes""",1,0,1
sub,kellj001,"""Joe Kelly""",1,0,1
sub,cabrm002,"""Melky Cabrera""",0,6,11
sub,cabrm002,"""Melky Cabrera""",0,6,9
sub,allec002,"""Cody Allen""",0,0,1
sub,brasr001,"""Ryan Brasier""",1,0,1
