id,CHN201805090
info,visteam,MIA
info,hometeam,CHN
info,date,2018/05/09
info,starttime,1:20PM
start,rojam002,"""Miguel Rojas""",0,1,6
start,pradm001,"""Martin Prado""",0,2,5
start,casts001,"""Starlin Castro""",0,3,4
start,andeb006,"""Brian Anderson""",0,4,9
start,bourj002,"""Justin Bour""",0,5,3
start,maybc001,"""Cameron Maybin""",0,6,7
start,brinl001,"""Lewis Brinson""",0,7,8
start,holab001,"""Bryan Holaday""",0,8,2
start,chenw001,"""Wei-Yin Chen""",0,9,1
start,almoa002,"""Albert Almora""",1,1,8
start,bryak001,"""Kris Bryant""",1,2,9
start,baezj001,"""Javier Baez""",1,3,4
start,rizza001,"""Anthony Rizzo""",1,4,3
start,contw001,"""Willson Contreras""",1,5,2
start,boted002,"""David Bote""",1,6,5
start,happi001,"""Ian Happ""",1,7,7
start,russa002,"""Addison Russell""",1,8,6
start,quinj001,"""Jose Quintana""",1,9,1
play,1,0,rojam002,01,CX,S8/L
play,1,0,pradm001,32,CBC1*B1BX,64(1)/FO/G
play,1,0,casts001,32,BBBCSF>C,K+CS2(24)/DP
sub,tazaj001,"""Junichi Tazawa""",0,9,1
sub,rivey001,"""Yadiel Rivera""",0,9,11
sub,wittn001,"""Nick Wittgren""",0,9,1
sub,shucj001,"""J.B. Shuck""",0,9,7
sub,gonzm007,"""Merandy Gonzalez""",0,6,1
sub,zagum002,"""Mark Zagunis""",1,9,9
sub,hancj002,"""Justin Hancock""",1,2,1
sub,montm002,"""Mike Montgomery""",1,2,1
sub,lastt001,"""Tommy La Stella""",1,3,4
