id,DET201804020
info,visteam,KCA
info,hometeam,DET
info,date,2018/04/02
info,starttime,1:12PM
start,jay-j001,"""Jon Jay""",0,1,9
start,merrw001,"""Whit Merrifield""",0,2,4
start,mousm001,"""Mike Moustakas""",0,3,5
start,dudal001,"""Lucas Duda""",0,4,3
start,orlap001,"""Paulo Orlando""",0,5,8
start,solej001,"""Jorge Soler""",0,6,10
start,gorda001,"""Alex Gordon""",0,7,7
start,escoa003,"""Alcides Escobar""",0,8,6
start,buted001,"""Drew Butera""",0,9,2
start,hammj002,"""Jason Hammel""",0,0,1
start,martl004,"""Leonys Martin""",1,1,8
start,candj002,"""Jeimer Candelario""",1,2,5
start,cabrm001,"""Miguel Cabrera""",1,3,3
start,castn001,"""Nick Castellanos""",1,4,9
start,martv001,"""Victor Martinez""",1,5,10
start,mccaj001,"""James McCann""",1,6,2
start,mahtm001,"""Mikie Mahtook""",1,7,7
start,goodn002,"""Niko Goodrum""",1,8,6
start,machd001,"""Dixon Machado""",1,9,4
start,lirif001,"""Francisco Liriano""",1,0,1
play,1,0,jay-j001,32,CBCBBFB,W
play,1,0,merrw001,11,C*BX,9/F
play,1,0,mousm001,32,BSCB1FFB>C,K+CS2(26)/DP
sub,kellb003,"""Brad Keller""",0,0,1
sub,jimej003,"""Joe Jimenez""",1,0,1
sub,cuthc001,"""Cheslor Cuthbert""",0,4,3
sub,boyeb001,"""Blaine Boyer""",0,0,1
sub,stumd001,"""Daniel Stumpf""",1,0,1
sub,herrk001,"""Kelvin Herrera""",0,0,1
sub,saupw001,"""Warwick Saupold""",1,0,1
