last_name, first_name,player_id,year,r_total_caught_stealing,r_total_stolen_base,r_caught_stealing_2b,r_caught_stealing_3b,r_caught_stealing_home,r_pickoff_1b,r_pickoff_2b,r_pickoff_3b,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_home,r_total_pickoff,n_bolts,hp_to_1b,sprint_speed,
Herrera, Odubel,546318,2018,2,5,1,0,1,3,0,0,5,0,0,3,2,4.24,26.6,
Alford, Anthony,546990,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,,
Almora Jr., Albert,546991,2018,3,1,3,0,0,0,0,0,1,0,0,0,,4.35,27.9,
Ruiz, Rio,547004,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Delmonico, Nicky,547170,2018,2,1,2,0,0,0,0,0,1,0,0,0,,4.51,27.2,
Wolters, Tony,547172,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.5,26.0,
Lorenzen, Michael,547179,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,,28.4,
Harper, Bryce,547180,2018,3,14,3,0,0,1,0,0,13,1,0,1,2,4.34,27.6,
Perez, Roberto,547379,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.86,24.6,
Ngoepe, Gift,547912,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.9,
Ryu, Hyun Jin,547943,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.8,
Martin, Leonys,547982,2018,4,7,4,0,0,1,0,0,6,1,0,1,,4.3,27.5,
Abreu, Jose,547989,2018,0,2,0,0,0,0,0,0,1,1,0,0,,4.53,26.7,
Stripling, Ross,548389,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.45,26.0,
Diaz, Elias,553869,2018,1,0,1,0,0,2,0,0,0,0,0,2,,4.55,26.6,
Narvaez, Omar,553882,2018,2,0,1,0,1,0,0,1,0,0,0,1,,4.7,25.2,
Astudillo, Willians,553902,2018,0,0,0,0,0,1,0,0,0,0,0,1,,4.79,24.6,
Machado, Dixon,553988,2018,1,1,1,0,0,0,0,0,1,0,0,0,,4.42,27.7,
Suarez, Eugenio,553993,2018,1,1,1,0,0,0,0,0,0,1,0,0,,4.61,26.2,
Wheeler, Zack,554430,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.1,
Polanco, Gregory,570256,2018,2,12,2,0,0,0,0,0,10,2,0,0,8,4.19,27.8,
Santana, Domingo,570267,2018,1,1,1,0,0,2,1,0,1,0,0,3,,4.52,26.8,
Gonzalez, Erik,570481,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.31,27.5,
Urshela, Gio,570482,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.9,
Sanchez, Carlos,570560,2018,6,14,5,1,0,1,0,0,9,5,0,1,,4.25,28.1,
Urena, Jose,570632,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Schoop, Jonathan,570731,2018,1,1,1,0,0,1,0,0,1,0,0,1,,4.48,27.5,
Villanueva, Christian,570799,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.67,25.6,
Adams, Matt,571431,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.56,25.9,
Altherr, Aaron,571437,2018,2,3,2,0,0,2,0,0,3,0,0,2,1,4.38,29.0,
Arenado, Nolan,571448,2018,2,2,2,0,0,0,0,0,2,0,0,0,,4.57,25.7,
Barnhart, Tucker,571466,2018,4,0,3,1,0,0,0,0,0,0,0,0,,4.65,25.0,
Bour, Justin,571506,2018,0,2,0,0,0,0,0,0,1,1,0,0,,4.72,23.7,
Corbin, Patrick,571578,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.41,25.3,
Cuevas, Noel,571595,2018,0,1,0,0,0,0,1,0,1,0,0,1,7,4.26,28.6,
Davidson, Matt,571602,2018,0,0,0,0,0,0,1,0,0,0,0,1,,4.63,25.7,
Farmer, Kyle,571657,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.49,26.8,
Freitas, David,571679,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.85,25.1,
Gennett, Scooter,571697,2018,2,4,1,0,1,0,0,1,4,0,0,1,,4.38,26.4,
Goodwin, Brian,571718,2018,2,4,2,0,0,1,0,0,4,0,0,1,,4.19,27.6,
Hamilton, Billy,571740,2018,10,34,9,1,0,6,0,0,27,7,0,6,93,3.94,30.1,
Haniger, Mitch,571745,2018,2,8,1,1,0,0,0,0,8,0,0,0,,4.38,27.8,
Hernandez, Enrique,571771,2018,0,3,0,0,0,0,0,0,1,2,0,0,,4.35,27.7,
Holt, Brock,571788,2018,7,7,5,1,1,3,0,1,6,1,0,4,,4.4,26.4,
Kelly, Ty,571841,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.4,
Kieboom, Spencer,571851,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.86,24.9,
Koch, Matt,571863,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lamb, Jake,571875,2018,2,1,2,0,0,0,0,0,1,0,0,0,,4.36,27.0,
Maile, Luke,571912,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.62,25.9,
Marrero, Deven,571918,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.49,27.2,
Matz, Steven,571927,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,4.19,28.6,
Mikolas, Miles,571945,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.5,
Mitchell, Bryan,571951,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.4,
Muncy, Max,571970,2018,0,3,0,0,0,1,0,0,3,0,0,1,,4.29,27.6,
Murphy, John Ryan,571974,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.35,27.3,
Myers, Wil,571976,2018,1,13,1,0,0,1,0,0,12,1,0,1,,4.35,28.1,
Naquin, Tyler,571980,2018,1,1,1,0,0,1,0,0,1,0,0,1,,4.38,27.5,
Owings, Chris,572008,2018,4,11,3,1,0,1,0,0,7,4,0,1,,4.14,28.3,
Phegley, Josh,572033,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.44,26.1,
Piscotty, Stephen,572039,2018,0,2,0,0,0,0,0,0,1,1,0,0,,4.42,26.7,
Pollock, AJ,572041,2018,2,13,2,0,0,1,0,0,9,4,0,1,,4.34,28.2,
Rickard, Joey,572073,2018,2,4,2,0,0,2,0,0,4,0,0,2,1,4.23,28.3,
Seager, Kyle,572122,2018,2,2,2,0,0,0,0,0,1,1,0,0,,4.5,25.8,
Susac, Andrew,572180,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.5,
Taylor, Michael A.,572191,2018,6,24,6,0,0,0,1,0,16,8,0,1,27,4.14,29.0,
Thompson, Trayce,572204,2018,1,3,1,0,0,0,1,0,2,1,0,1,,4.34,27.9,
Voit III, Luke,572228,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.63,26.3,
Walker, Christian,572233,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,28.1,
Zunino, Mike,572287,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.59,26.0,
Erlin, Robbie,572362,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Goins, Ryan,572365,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.44,26.4,
Adams, Lane,572669,2018,0,1,0,0,0,0,0,0,0,1,0,0,4,,29.6,
Carpenter, Matt,572761,2018,1,4,1,0,0,0,0,0,4,0,0,0,,4.4,26.5,
Dickerson, Corey,572816,2018,3,8,3,0,0,0,0,0,8,0,0,0,,4.21,27.9,
Dozier, Brian,572821,2018,3,12,3,0,0,1,0,0,8,4,0,1,,4.44,26.8,
Saladino, Tyler,573135,2018,2,2,2,0,0,1,0,0,2,0,0,1,,4.36,28.5,
Straily, Dan,573185,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.1,
Contreras, Willson,575929,2018,1,4,1,0,0,1,0,0,4,0,0,1,,4.32,27.6,
Gyorko, Jedd,576397,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.55,25.1,
Iglesias, Jose,578428,2018,6,15,6,0,0,0,0,0,14,1,0,0,4,4.16,28.0,
Travis, Devon,581527,2018,2,3,1,1,0,0,0,0,2,0,1,0,,4.44,27.0,
Johnson Jr., Sherman,582473,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,27.2,
Hechavarria, Adeiny,588751,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.44,27.0,
Torreyes, Ronald,591720,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,4.15,28.0,
Osuna, Jose,591741,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.42,27.4,
Valera, Breyvic,591971,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.21,27.8,
Austin, Tyler,592122,2018,2,1,2,0,0,1,0,0,1,0,0,1,,4.47,27.3,
Bryant, Kris,592178,2018,4,2,4,0,0,0,0,0,1,1,0,0,,4.28,28.0,
Canha, Mark,592192,2018,2,1,2,0,0,0,0,0,0,0,1,0,,4.34,27.6,
Casali, Curt,592200,2018,2,0,1,0,1,0,0,0,0,0,0,0,,4.91,24.5,
Castellanos, Nick,592206,2018,1,2,1,0,0,1,0,1,2,0,0,2,,4.29,27.8,
Cowart, Kaleb,592230,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,26.8,
DeShields, Delino,592261,2018,4,20,2,2,0,1,0,0,16,4,0,1,73,4.02,30.0,
Drury, Brandon,592273,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.42,26.9,
Foltynewicz, Mike,592314,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.9,
Gamel, Ben,592325,2018,3,7,3,0,0,1,0,0,7,0,0,1,2,4.2,28.3,
Gausman, Kevin,592332,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.5,
Goodrum, Niko,592348,2018,4,12,3,1,0,1,0,0,12,0,0,1,12,4.19,29.2,
Gray, Jon,592351,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.7,
Healy, Ryon,592387,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.63,26.1,
Holaday, Bryan,592407,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.64,25.1,
Jones, JaCoby,592444,2018,5,13,5,0,0,3,0,0,11,2,0,3,14,4.23,29.1,
Judge, Aaron,592450,2018,3,6,3,0,0,1,0,0,5,1,0,1,,4.56,28.1,
Kingham, Nick,592468,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.5,
Machado, Manny,592518,2018,2,14,2,0,0,0,0,0,13,1,0,0,,4.62,26.1,
Moran, Colin,592567,2018,2,0,2,0,0,0,0,0,0,0,0,0,,4.62,25.2,
Pederson, Joc,592626,2018,5,1,4,0,1,1,0,1,1,0,0,2,,4.36,26.2,
Pompey, Dalton,592647,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ray, Robbie,592662,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,20.4,
Realmuto, J.T.,592663,2018,2,3,2,0,0,1,0,0,3,0,0,1,10,4.27,28.7,
Renfroe, Hunter,592669,2018,1,2,1,0,0,0,0,0,2,0,0,0,,4.38,27.3,
Rivera, Yadiel,592680,2018,1,2,1,0,0,1,0,0,2,0,0,1,1,4.24,29.2,
Robinson, Drew,592685,2018,1,2,1,0,0,0,0,0,2,0,0,0,,4.39,27.4,
Rosario, Eddie,592696,2018,2,8,2,0,0,3,0,0,7,1,0,3,3,4.19,28.0,
Simmons, Andrelton,592743,2018,2,10,2,0,0,0,0,0,9,1,0,0,,4.48,27.1,
Smith, Caleb,592761,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.9,
Syndergaard, Noah,592789,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Taillon, Jameson,592791,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.4,
Toles, Andrew,592808,2018,0,1,0,0,0,0,0,0,1,0,0,0,1,,28.6,
Velasquez, Vince,592826,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.45,25.9,
Wilkerson, Stevie,592859,2018,0,1,0,0,0,0,0,0,1,0,0,0,3,,29.0,
Williams, Mason,592863,2018,2,1,2,0,0,0,0,0,1,0,0,0,,4.23,27.7,
Williams, Trevor,592866,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.9,
Yelich, Christian,592885,2018,4,22,2,2,0,1,0,0,17,5,0,1,39,4.19,28.6,
Merrifield, Whit,593160,2018,10,45,8,2,0,4,1,0,29,16,0,5,20,4.22,29.1,
Martinez, Carlos,593372,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.8,
Bogaerts, Xander,593428,2018,2,8,2,0,0,0,0,0,6,2,0,0,3,4.23,27.9,
Castro, Daniel,593495,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.34,27.0,
Torres, Ramon,593527,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,28.0,
Bonifacio, Jorge,593528,2018,1,0,1,0,0,1,0,1,0,0,0,2,,4.33,28.2,
Alberto, Hanser,593643,2018,1,0,1,0,0,0,0,0,0,0,0,0,,,26.0,
Brito, Socrates,593647,2018,1,0,1,0,0,1,0,0,0,0,0,1,6,,29.9,
Hanson, Alen,593700,2018,3,7,2,1,0,1,0,0,7,0,0,1,13,4.19,28.5,
Polanco, Jorge,593871,2018,7,7,7,0,0,3,0,0,6,1,0,3,3,4.19,28.4,
Sano, Miguel,593934,2018,0,0,0,0,0,0,1,0,0,0,0,1,,4.62,26.8,
Briceno, Jose,593993,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.59,26.5,
Herrera, Rosell,594011,2018,5,3,5,0,0,1,0,0,2,1,0,1,2,4.21,28.5,
Difo, Wilmer,594694,2018,3,10,2,1,0,2,0,0,10,0,0,2,3,4.26,28.6,
Calhoun, Kole,594777,2018,2,6,2,0,0,1,0,0,6,0,0,1,,4.52,26.1,
deGrom, Jacob,594798,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.31,27.4,
Duvall, Adam,594807,2018,2,2,2,0,0,2,1,0,2,0,0,3,1,4.35,28.0,
Eaton, Adam,594809,2018,1,9,0,1,0,0,1,0,8,0,1,1,,4.18,27.5,
Garcia, Greg,594824,2018,1,3,1,0,0,0,0,0,3,0,0,0,1,4.23,27.5,
Gattis, Evan,594828,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.59,26.7,
Gosselin, Phil,594838,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,,29.0,
Palka, Daniel,594953,2018,1,2,1,0,0,0,0,0,2,0,0,0,,4.41,26.6,
Ponce de Leon, Daniel,594965,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,27.3,
Schebler, Scott,594988,2018,2,4,2,0,0,0,0,0,4,0,0,0,,4.22,27.8,
Gerber, Mike,595222,2018,0,0,0,0,0,0,0,0,0,0,0,0,4,,29.6,
Kiermaier, Kevin,595281,2018,5,10,5,0,0,0,1,0,9,1,0,1,11,4.07,29.0,
Knapp, Andrew,595284,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.32,26.9,
Reinheimer, Jack,595373,2018,1,1,1,0,0,1,0,0,1,0,0,1,2,,28.9,
Riddle, JT,595375,2018,3,0,2,1,0,0,0,0,0,0,0,0,,4.37,27.8,
Wallach, Chad,595453,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.8,
Alfaro, Jorge,595751,2018,0,3,0,0,0,1,0,0,3,0,0,1,,4.35,28.3,
Profar, Jurickson,595777,2018,0,10,0,0,0,0,0,0,10,0,0,0,,4.32,27.6,
Baez, Javier,595879,2018,9,21,6,3,0,3,0,0,12,7,2,3,13,4.19,28.9,
Bird, Greg,595885,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.72,25.1,
Cave, Jake,595909,2018,2,2,2,0,0,0,0,0,2,0,0,0,,4.28,27.8,
Evans, Phillip,595943,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,,
Gallagher, Cam,595956,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.2,
Hedges, Austin,595978,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.67,25.9,
Kramer, Kevin,596012,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.8,
Lindor, Francisco,596019,2018,10,25,10,0,0,1,0,0,20,4,1,1,3,4.21,28.4,
Odor, Rougned,596059,2018,12,12,11,1,0,6,1,0,12,0,0,7,10,4.14,28.2,
Slater, Austin,596103,2018,0,7,0,0,0,1,0,0,6,1,0,1,1,4.37,28.0,
Smith Jr., Dwight,596105,2018,0,0,0,0,0,1,0,0,0,0,0,1,,4.43,26.4,
Story, Trevor,596115,2018,6,27,6,0,0,0,0,0,27,0,0,0,66,4.16,29.7,
Swihart, Blake,596119,2018,1,6,1,0,0,0,0,0,6,0,0,0,,4.33,27.2,
Vogelbach, Daniel,596129,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.65,25.8,
Weaver, Luke,596133,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,27.1,
Sanchez, Gary,596142,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.54,25.8,
Sardinas, Luis,596143,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.5,
Cuthbert, Cheslor,596144,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.48,26.9,
Kepler, Max,596146,2018,5,4,5,0,0,2,0,0,4,0,0,2,3,4.27,27.9,
Gomber, Austin,596295,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.7,
Quinn, Roman,596451,2018,4,10,2,2,0,1,0,0,9,1,0,1,29,3.88,30.2,
Franco, Maikel,596748,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.74,25.6,
Choi, Ji-Man,596847,2018,0,2,0,0,0,0,2,0,1,1,0,2,,4.38,25.8,
Bradley Jr., Jackie,598265,2018,1,17,1,0,0,1,0,0,15,2,0,1,,4.26,27.8,
O'Brien, Peter,598284,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.5,26.6,
Herrera, Dilson,599096,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,27.7,
Motter, Taylor,600301,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.55,26.5,
La Stella, Tommy,600303,2018,1,0,0,0,1,0,0,0,0,0,0,0,,4.37,26.6,
Severino, Pedro,600474,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.31,27.3,
Nunez, Renato,600524,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.48,27.4,
Candelario, Jeimer,600869,2018,2,3,2,0,0,2,0,0,3,0,0,2,,4.41,27.3,
Pivetta, Nick,601713,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.1,
Guerrero, Gabriel,602115,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rondon, Jose,602922,2018,1,2,1,0,0,0,0,0,2,0,0,0,,4.38,27.7,
Ahmed, Nick,605113,2018,4,5,4,0,0,1,0,0,4,1,0,1,1,4.34,28.2,
Anderson, Brian,605119,2018,4,2,4,0,0,2,0,0,2,0,0,2,,4.44,27.1,
Barnes, Austin,605131,2018,3,4,2,1,0,0,0,0,2,2,0,0,,4.41,27.4,
Bell, Josh,605137,2018,5,2,5,0,0,0,0,0,2,0,0,0,,4.41,27.1,
Betts, Mookie,605141,2018,6,30,5,1,0,1,0,0,26,4,0,1,6,4.18,28.1,
Caratini, Victor,605170,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.61,25.7,
Davies, Zach,605200,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Davis, J.D.,605204,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.55,26.5,
Fisher, Derek,605233,2018,0,2,0,0,0,1,0,0,2,0,0,1,6,4.18,29.3,
Garcia, Aramis,605244,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.0,
Marjama, Mike,605357,2018,1,0,1,0,0,0,0,0,0,0,0,0,,,26.1,
Martini, Nick,605361,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.37,27.1,
Musgrove, Joe,605397,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,27.1,
Nola, Aaron,605400,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.77,25.0,
Panik, Joe,605412,2018,2,4,2,0,0,1,0,0,4,0,0,1,,4.47,25.5,
Perez, Michael,605421,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.9,
Rodriguez, Dereck,605446,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.3,
Skole, Matt,605474,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Smith, Mallex,605480,2018,12,40,6,3,3,3,0,1,33,6,1,4,85,4.03,29.9,
Spangenberg, Cory,605486,2018,1,7,1,0,0,0,0,0,5,2,0,0,19,4.08,29.0,
Suarez, Andrew,605498,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.7,
Tilson, Charlie,605508,2018,3,2,3,0,0,1,0,0,2,0,0,1,3,4.13,29.0,
Tomlinson, Kelby,605509,2018,2,0,2,0,0,0,0,0,0,0,0,0,1,4.24,28.0,
Tucker, Preston,605512,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.35,27.1,
Walding, Mitch,605520,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Woodruff, Brandon,605540,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.7,
Zimmer, Bradley,605548,2018,1,4,1,0,0,0,0,0,4,0,0,0,9,4.1,29.4,
Castro, Harold,605612,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,27.4,
Arcia, Orlando,606115,2018,4,7,2,2,0,0,0,0,5,2,0,0,,4.44,26.7,
Tapia, Raimel,606132,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,,28.9,
Hernandez, Teoscar,606192,2018,5,5,4,1,0,0,0,0,2,3,0,0,2,4.28,28.6,
Peraza, Jose,606299,2018,6,23,6,0,0,2,0,0,21,2,0,2,18,4.19,28.8,
Garcia, Jarlin,606424,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Marte, Ketel,606466,2018,1,6,0,1,0,0,0,0,4,2,0,0,10,4.22,28.7,
Greiner, Grayson,606988,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.55,26.8,
Haase, Eric,606992,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.3,
Nimmo, Brandon,607043,2018,6,9,3,3,0,1,0,0,7,2,0,1,4,4.23,28.5,
Peterson, Jace,607054,2018,3,13,2,0,1,0,0,0,10,3,0,0,4,4.23,28.4,
Fedde, Erick,607200,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.1,
Turner, Trea,607208,2018,9,43,9,0,0,5,1,0,36,7,0,6,121,4.1,30.1,
Romano, Sal,607219,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gant, John,607231,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.3,
Lopez, Raffy,607257,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.75,24.7,
Smith, Kevan,607345,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.63,26.6,
Rua, Ryan,607387,2018,1,3,0,1,0,0,0,0,3,0,0,0,2,4.42,28.6,
Andreoli, John,607430,2018,0,2,0,0,0,0,0,0,2,0,0,0,13,4.14,30.3,
Blandino, Alex,607468,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.64,26.6,
Bostick, Christopher,607471,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Freeland, Kyle,607536,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,,27.1,
Lugo, Seth,607625,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Pillar, Kevin,607680,2018,3,14,2,1,0,1,0,0,11,2,1,1,2,4.33,27.9,
Stallings, Jacob,607732,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.2,
Travis, Sam,607752,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.49,27.0,
Williamson, Mac,607776,2018,1,1,1,0,0,0,0,0,1,0,0,0,,4.32,28.2,
Ramirez, Jose,608070,2018,6,34,5,1,0,2,0,0,32,2,0,2,1,4.29,27.4,
Bregman, Alex,608324,2018,4,10,1,2,1,2,0,0,9,1,0,2,,4.3,27.9,
Gallo, Joey,608336,2018,4,3,4,0,0,0,0,0,3,0,0,0,,4.42,27.7,
Kelly, Carson,608348,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.5,
Russell, Addison,608365,2018,0,4,0,0,0,1,1,1,3,1,0,3,1,4.25,27.6,
Seager, Corey,608369,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.56,25.9,
Wacha, Michael,608379,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.1,
Williams, Nick,608384,2018,2,3,2,0,0,1,0,0,3,0,0,1,1,4.32,28.4,
Winker, Jesse,608385,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.51,26.0,
Lugo, Dawel,608475,2018,0,0,0,0,0,0,0,0,0,0,0,0,7,4.34,28.5,
Marquez, German,608566,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.65,24.0,
Mazara, Nomar,608577,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.32,26.8,
Murphy, Tom,608596,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.38,28.0,
Guzman, Ronald,608597,2018,0,1,0,0,0,0,1,0,1,0,0,1,,4.48,26.2,
Field, Johnny,608654,2018,0,4,0,0,0,1,0,0,4,0,0,1,1,4.3,28.0,
Jankowski, Travis,608671,2018,7,24,6,1,0,3,0,0,23,1,0,3,27,4.12,29.0,
Plawecki, Kevin,608700,2018,1,0,1,0,0,1,0,0,0,0,0,1,,4.6,26.0,
Refsnyder, Rob,608701,2018,2,0,2,0,0,1,0,0,0,0,0,1,,4.33,27.6,
Reynolds, Matt,608703,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.8,
Stratton, Chris,608717,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.5,
Suter, Brent,608718,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.9,
Mondesi, Adalberto,609275,2018,7,32,6,1,0,1,0,0,22,10,0,1,42,4.07,29.9,
Andujar, Miguel,609280,2018,1,2,1,0,0,0,0,0,2,0,0,0,2,4.31,27.9,
Chen, Wei-Yin,612672,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.6,
Cordero, Franchy,614173,2018,2,5,2,0,0,1,0,0,4,1,0,1,6,4.18,29.2,
Reyes, Franmil,614177,2018,0,0,0,0,0,1,0,0,0,0,0,1,,4.54,26.8,
Barreto, Franklin,620439,2018,0,0,0,0,0,0,0,0,0,0,0,0,2,,28.8,
Urena, Richard,620446,2018,1,2,1,0,0,0,0,0,2,0,0,0,,,27.5,
Robertson, Daniel,621002,2018,2,2,2,0,0,1,0,0,2,0,0,1,,4.45,27.7,
Swanson, Dansby,621020,2018,4,10,3,1,0,1,0,0,8,2,0,1,35,4.08,29.5,
Newman, Kevin,621028,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.25,29.0,
Taylor, Chris,621035,2018,6,9,6,0,0,1,0,0,7,2,0,1,3,4.23,28.7,
Correa, Carlos,621043,2018,0,3,0,0,0,0,0,0,3,0,0,0,1,4.32,27.8,
Valentin, Jesmuel,621044,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.6,
Eflin, Zach,621107,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.0,
Buehler, Walker,621111,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.47,26.6,
Oswalt, Corey,621261,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dahl, David,621311,2018,3,5,3,0,0,0,0,0,5,0,0,0,5,4.18,28.5,
Blach, Ty,621389,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.9,
